,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,date
3182,33330013,Spacious 2bd apt in the heart of Manhattan,13506708,Guy,Manhattan,East Harlem,40.7854,-73.94981,Entire home/apt,250,30,4,2019-08-28,0.75,1,304,2019-04-07
3183,33334633,Looks Like A Calvin Klein Ad!  Manhattan Loft,246331794,Anna,Manhattan,Murray Hill,40.7476,-73.97632,Entire home/apt,320,1,25,2019-09-11,4.87,4,241,2019-04-13
3184,33342049,Hell's Kitchen Cuteness!!,27624437,Peggy,Manhattan,Hell's Kitchen,40.765809999999995,-73.98745,Entire home/apt,208,10,1,2019-05-21,0.26,1,145,2019-05-21
3185,33362399,Charming 2 bedroom apartment in Manhattan (955),1692538,Nuttamon,Manhattan,Washington Heights,40.85476,-73.93094,Entire home/apt,196,1,10,2019-08-20,2.54,3,359,2019-05-19
3186,33362477,Comfy 2 bedroom apartment in Manhattan (4289),1692538,Nuttamon,Manhattan,Washington Heights,40.854820000000004,-73.93137,Entire home/apt,174,1,13,2019-08-25,2.39,3,330,2019-04-04
3187,33365859,Less is More - in West Chelsea,1842737,L,Manhattan,Chelsea,40.74477,-74.00622,Entire home/apt,185,2,11,2019-09-08,2.13,1,114,2019-04-12
3188,33368855,CHIC EAST VILLAGE LOFT STEPS TO UNION SQUARE,16155254,Lina,Manhattan,East Village,40.73063,-73.98321999999999,Entire home/apt,140,31,6,2019-06-25,1.07,5,335,2019-03-29
3189,33387469,Private New apartment in the heart of Manhattan,45690587,Richard,Manhattan,Midtown,40.74232,-73.9829,Entire home/apt,350,1,10,2019-09-09,7.89,1,112,2019-08-07
3190,33391422,"BEST LOCATION: HIGHLINE,HUDSON YARDS,CHELSEA",197750214,Edward,Manhattan,Chelsea,40.7529,-74.00195,Entire home/apt,300,30,5,2019-06-19,0.99,1,180,2019-04-15
3191,33396290,Manhattan XTRA luxury for upto 12. Free St Parking,71276635,Joe,Manhattan,Washington Heights,40.8357,-73.94234,Entire home/apt,560,1,4,2019-09-09,0.73,6,329,2019-04-02
3192,33397385,Midtown Manhattan great location (Gramacy park),16105313,Debra,Manhattan,Midtown,40.744820000000004,-73.98366999999999,Entire home/apt,5100,30,2,2019-07-30,0.71,2,335,2019-06-22
3193,33398445,Luxurious Upper West Side Apt Best Location,61391963,Corporate Housing,Manhattan,Upper West Side,40.78536,-73.97543,Entire home/apt,133,30,1,2019-07-31,0.67,93,287,2019-07-31
3194,33423250,"Location, Location, Location Close to Central Park",117536647,Victor,Manhattan,East Harlem,40.80022,-73.94185,Entire home/apt,124,1,19,2019-09-02,3.96,1,277,2019-04-23
3195,33427855,Sustainable event space and rooftop for photoshoot,148108,Fatima,Manhattan,Lower East Side,40.72121,-73.9909,Entire home/apt,800,1,1,2019-05-19,0.25,2,364,2019-05-19
3196,33428552,Suite Houston - Free Street Parking & WIFI,219738858,Joe,Manhattan,Lower East Side,40.7204,-73.98371,Entire home/apt,180,30,8,2019-08-02,1.58,4,235,2019-04-15
3197,33429437,PRIVATE MIDTOWN TOWN HOME - **RARE FIND**,230831241,Moni,Manhattan,Hell's Kitchen,40.76395,-73.99075,Entire home/apt,898,2,15,2019-08-29,3.91,1,293,2019-05-22
3198,33448577,Midtown 2 BED Large Kitchen Free Breakfast Great,214347105,Roman,Manhattan,Midtown,40.75277,-73.96594,Entire home/apt,419,4,1,2019-05-18,0.25,8,239,2019-05-18
3199,33470580,Top Floor Two Bedroom at Top of Manhattan,19931875,Luz & Ruben,Manhattan,Inwood,40.867740000000005,-73.92401,Entire home/apt,99,5,4,2019-08-18,0.88,3,277,2019-05-01
3200,33471012,Designer Loft,252181650,Daniel & Neena,Manhattan,Chinatown,40.71543,-73.99323000000001,Entire home/apt,350,1,28,2019-08-23,5.22,1,122,2019-04-06
3201,33497909,"Beautiful, Comfortable Studio",252432969,Jaime,Manhattan,Midtown,40.7545,-73.97067,Entire home/apt,260,1,28,2019-08-17,5.22,1,141,2019-04-06
3202,33516105,Bright and Spacious East Village Apartment,7130003,Ranita,Manhattan,East Village,40.723440000000004,-73.98479,Entire home/apt,250,30,1,2019-08-18,1.0,2,215,2019-08-18
3203,33516720,AD 100 Apartment in Astor Place,23022462,Javier,Manhattan,East Village,40.7299,-73.98979,Entire home/apt,275,4,3,2019-08-21,0.59,1,176,2019-04-14
3204,33519952,"Class, Comfort, Convenience In The Heart of NYC",229489983,Devin,Manhattan,Hell's Kitchen,40.76485,-73.99229,Entire home/apt,799,1,14,2019-08-20,3.23,1,257,2019-05-07
3205,33527468,Sonder | Stock Exchange | Pristine Studio + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70604,-74.01021,Entire home/apt,210,2,5,2019-08-28,1.09,387,295,2019-04-29
3206,33527778,Sonder | Stock Exchange | Stunning 3BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70763,-74.0105,Entire home/apt,476,2,9,2019-08-27,1.84,387,299,2019-04-20
3207,33527998,Sonder | Stock Exchange | Relaxed 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70747,-74.01226,Entire home/apt,250,2,12,2019-08-23,2.47,387,291,2019-04-21
3208,33530282,LUXURY 2bedrm w/ Outdoor Patio - TimeSq/42nd & 9th,51667335,Janio,Manhattan,Hell's Kitchen,40.760220000000004,-73.99253,Entire home/apt,395,2,19,2019-08-26,3.61,1,257,2019-04-09
3209,33546025,Cozy 2 bedroom Manhattan apartment,250269817,Toli,Manhattan,Upper East Side,40.782340000000005,-73.9476,Entire home/apt,210,2,33,2019-09-07,6.23,1,200,2019-04-08
3210,33551810,Gorgeous Studio with Garden near Central Park,248282016,Angeline,Manhattan,Upper East Side,40.78513,-73.95588000000001,Entire home/apt,175,5,1,2019-04-27,0.21,1,131,2019-04-27
3211,33552984,2 BRM Heart of Time Square,252824941,Alex,Manhattan,Hell's Kitchen,40.76273,-73.99061,Entire home/apt,300,1,30,2019-09-11,5.63,1,313,2019-04-07
3212,33558445,Sunny 4 bedrooms in Manhattan,247185393,Artem,Manhattan,East Harlem,40.794909999999994,-73.94162,Entire home/apt,400,3,17,2019-08-19,3.25,1,288,2019-04-10
3213,33558808,Designer's spacious 4bedrooms Manhattan apt,9488131,Javanshir,Manhattan,Washington Heights,40.851290000000006,-73.92954,Entire home/apt,300,3,15,2019-08-09,2.83,1,286,2019-04-08
3214,33560460,Charming Soho large 1 bedroom apartment style loft,177742211,Kyle,Manhattan,SoHo,40.72745,-74.0025,Entire home/apt,285,4,4,2019-08-18,0.75,1,322,2019-04-08
3215,33580008,Sonder | Stock Exchange | Calming 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01179,Entire home/apt,565,2,13,2019-08-17,2.91,387,302,2019-05-03
3216,33585504,New 2 Bed 1 Bath in the UES #6131,113805886,Yaacov,Manhattan,Upper East Side,40.7786,-73.95208000000001,Entire home/apt,206,30,1,2019-06-11,0.32,29,317,2019-06-11
3217,33585541,Lower East Side Studio,3817581,Omar,Manhattan,Lower East Side,40.720279999999995,-73.98794000000001,Entire home/apt,123,30,1,2019-05-31,0.28,1,163,2019-05-31
3218,33612527,Sonder | Theater Suites | Airy 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Theater District,40.76142,-73.98629,Entire home/apt,174,29,1,2019-08-25,1.0,387,308,2019-08-25
3219,33614872,Charming 1BR next to subway & walk to Central Park,140272,Fé,Manhattan,East Harlem,40.79013,-73.94958000000001,Entire home/apt,174,3,17,2019-08-29,3.57,1,151,2019-04-24
3220,33634956,Sonder | Stock Exchange | Amazing 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70748,-74.0108,Entire home/apt,269,2,11,2019-08-21,2.26,387,325,2019-04-21
3221,33635065,Sonder | Stock Exchange | Cozy 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7071,-74.01194,Entire home/apt,277,2,8,2019-08-04,1.64,387,318,2019-04-21
3222,33635292,Sonder | Stock Exchange | Sunny 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70642,-74.01255,Entire home/apt,271,2,4,2019-07-05,1.12,387,325,2019-05-30
3223,33635511,Hamilton Heights Home Away from Home! (30-Day Min),23777742,Eliot,Manhattan,Harlem,40.82479,-73.94218000000001,Entire home/apt,125,30,2,2019-09-06,1.54,1,270,2019-08-06
3224,33636056,Sonder | Theater Suites | Charming 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Theater District,40.76112,-73.98663,Entire home/apt,150,29,2,2019-07-06,0.57,387,272,2019-05-31
3225,33636366,Sonder | Theater Suites | Cozy Studio + Laundry,219517861,Sonder (NYC),Manhattan,Theater District,40.759479999999996,-73.98615,Entire home/apt,152,29,1,2019-05-21,0.26,387,259,2019-05-21
3226,33636449,Sonder | Theater Suites | Serene 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Theater District,40.76149,-73.98633000000001,Entire home/apt,197,29,1,2019-06-28,0.38,387,296,2019-06-28
3227,33636535,Sonder | Theater Suites | Tranquil 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Theater District,40.75923,-73.9865,Entire home/apt,159,29,1,2019-08-12,0.91,387,299,2019-08-12
3228,33636725,Charming 2BR Apt! Popular Neighborhood!,192951036,Jasmine,Manhattan,Greenwich Village,40.72667,-73.99878000000001,Entire home/apt,289,1,10,2019-08-26,2.36,10,262,2019-05-10
3229,33639266,★ CLEAN/ELEGANT TWO BEDROOM APARTMENT ★,253504649,Nour,Manhattan,Upper East Side,40.78134,-73.95212,Entire home/apt,289,6,26,2019-08-25,4.91,1,125,2019-04-08
3230,33640884,Sonder | Stock Exchange | Sunny 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70799,-74.01113000000001,Entire home/apt,254,2,12,2019-08-20,2.43,387,329,2019-04-19
3231,33640885,Sonder | Stock Exchange | Warm Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70579,-74.01245,Entire home/apt,224,2,1,2019-05-26,0.27,387,325,2019-05-26
3232,33642266,Lower East Side Gem,91783661,Robert,Manhattan,East Village,40.726729999999996,-73.98646,Entire home/apt,149,3,12,2019-07-01,2.38,1,142,2019-04-16
3233,33653706,Brand New Duplex 3BR~W/D in the unit.,162280872,Izi,Manhattan,Upper East Side,40.771390000000004,-73.95651,Entire home/apt,290,30,1,2019-05-17,0.25,13,305,2019-05-17
3234,33666359,Private Entrance Spacious 5 BD Apartment Manhattan,197792014,Danny,Manhattan,Washington Heights,40.84467,-73.93549,Entire home/apt,280,2,38,2019-09-02,7.6,1,220,2019-04-17
3235,33682555,"Midtown 2 Bed United Nations Loc, Full Kitchen",214347105,Roman,Manhattan,Midtown,40.75088,-73.96958000000001,Entire home/apt,419,3,2,2019-07-16,0.57,8,329,2019-06-01
3236,33682910,Gorgeous and Huge One BR and sofa bed in LR too!,1328716,Susan,Manhattan,Midtown,40.75544,-73.96452,Entire home/apt,195,2,2,2019-09-12,0.55,1,103,2019-05-27
3237,33683615,MONTHLY LUX* 3 BEDS 2 BATH LEGAL FLATIRON MIDTOWN!,253888808,Paris,Manhattan,Midtown,40.74472,-73.98526,Entire home/apt,306,30,4,2019-08-31,1.06,1,345,2019-05-24
3238,33708769,Sonder | Theater Suites | Stylish 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Theater District,40.76072,-73.98581999999999,Entire home/apt,220,29,1,2019-06-06,0.3,387,256,2019-06-06
3239,33709053,Sonder | Stock Exchange | Tasteful 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70599,-74.01236,Entire home/apt,492,2,11,2019-08-28,2.41,387,279,2019-04-30
3240,33709253,Sonder | Stock Exchange | Stunning 3BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70729,-74.01095,Entire home/apt,492,2,11,2019-08-14,2.52,387,274,2019-05-06
3241,33709466,Sonder | Stock Exchange | Restful Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70751,-74.01059000000001,Entire home/apt,255,2,1,2019-06-09,0.31,387,330,2019-06-09
3242,33709502,Sonder | Stock Exchange | Polished 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.707609999999995,-74.01226,Entire home/apt,285,2,7,2019-08-04,1.38,387,311,2019-04-15
3243,33709503,Sonder | Stock Exchange | Relaxed 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70602,-74.0123,Entire home/apt,285,2,3,2019-07-28,0.7,387,319,2019-05-09
3244,33709508,Sonder | Stock Exchange | Polished 3BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70715,-74.0103,Entire home/apt,515,2,12,2019-08-13,2.38,387,297,2019-04-16
3245,33709754,Sonder | Stock Exchange | Laid-Back 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70653,-74.01088,Entire home/apt,429,2,3,2019-08-11,1.11,387,299,2019-06-25
3246,33711092,Sonder | Stock Exchange | Intimate 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70632,-74.01188,Entire home/apt,258,2,3,2019-08-28,0.84,387,343,2019-05-30
3247,33711189,Sonder | Stock Exchange | Warm 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70645,-74.0118,Entire home/apt,268,2,3,2019-06-08,0.75,387,320,2019-05-17
3248,33711384,Sonder | Stock Exchange | Brilliant 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01079,Entire home/apt,261,2,14,2019-07-04,2.84,387,338,2019-04-19
3249,33711735,Sonder | Stock Exchange | Calming 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70793,-74.01043,Entire home/apt,261,2,18,2019-08-20,3.86,387,291,2019-04-27
3250,33712004,Sonder | Stock Exchange | Cozy 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.707840000000004,-74.0107,Entire home/apt,270,2,11,2019-07-26,2.32,387,324,2019-04-25
3251,33716426,Sonder | Stock Exchange | Central 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.707229999999996,-74.01086,Entire home/apt,285,2,3,2019-06-13,0.72,387,333,2019-05-12
3252,33717547,Sonder | The Blake | Chic 1BR + Gym,219517861,Sonder (NYC),Manhattan,Upper East Side,40.7644,-73.9633,Entire home/apt,182,29,1,2019-06-30,0.39,387,315,2019-06-30
3253,33717623,Luxe Modern Tribeca Studio,254165437,Josh,Manhattan,Tribeca,40.71492,-74.01154,Entire home/apt,355,4,4,2019-06-25,0.81,1,358,2019-04-19
3254,33717639,Sonder | The Blake | Ideal Studio + Gym,219517861,Sonder (NYC),Manhattan,Upper East Side,40.76291,-73.96448000000001,Entire home/apt,189,29,2,2019-06-12,0.48,387,287,2019-05-11
3255,33718909,Park Avenue # Central Park # Luxury # 2 Bedroom,253507120,Mikey,Manhattan,Upper East Side,40.7649,-73.96795,Entire home/apt,395,5,9,2019-09-02,2.29,1,278,2019-05-19
3256,33734483,WEST VILLAGE Bohemian flat in neo-Tudor town house,27636707,Gaia&Pietro,Manhattan,West Village,40.733259999999994,-74.00511,Entire home/apt,250,3,7,2019-07-25,1.57,5,282,2019-05-03
3257,33736715,Executive Living off Fifth Ave and Central Park,61391963,Corporate Housing,Manhattan,Midtown,40.762229999999995,-73.97588,Entire home/apt,159,30,1,2019-07-20,0.54,93,317,2019-07-20
3258,33769956,Incredible Nolita One Bedroom in the Center of NYC,252796752,Frank & Emily,Manhattan,Nolita,40.72309,-73.99519000000001,Entire home/apt,500,1,9,2019-08-21,1.93,1,299,2019-04-27
3259,33772218,Great Location/2beds Studio,211549023,Studioplus,Manhattan,Midtown,40.74808,-73.98696,Entire home/apt,275,2,6,2019-08-12,1.48,16,311,2019-05-15
3260,33772379,Ideal 4 Bedroom Duplex in Harlem,252797307,Adam & Katherine,Manhattan,East Harlem,40.79787,-73.93924,Entire home/apt,400,1,4,2019-05-22,0.86,1,311,2019-04-28
3261,33776553,Spanish Harlem! Next to the 6 train in Manhattan!,251508221,Dee,Manhattan,East Harlem,40.79834,-73.94337,Entire home/apt,300,2,1,2019-05-15,0.25,1,180,2019-05-15
3262,33780071,Designer Madison Ave Studio with Brand New Kitchen,55782090,Chris,Manhattan,Upper East Side,40.78582,-73.95546,Entire home/apt,145,31,1,2019-05-31,0.28,2,316,2019-05-31
3263,33781532,Fabulous 3BR/3BA NoMad Midtown LOFT,253474169,Zoie + Chris,Manhattan,Midtown,40.74615,-73.98872,Entire home/apt,800,3,17,2019-08-29,3.36,1,148,2019-04-15
3264,33783359,Sunny Modern Studio Near Columbus Circle,20235361,Cynthia,Manhattan,Upper West Side,40.771229999999996,-73.98782,Entire home/apt,140,7,4,2019-08-19,1.9,1,168,2019-07-13
3265,33798718,LUX high-rise apt in timesSQ with Huds river view,255173566,Al,Manhattan,Hell's Kitchen,40.76124,-74.00059,Entire home/apt,199,5,1,2019-04-23,0.21,1,146,2019-04-23
3266,33801781,Lower East Side Classic Vibes,69831679,May,Manhattan,Lower East Side,40.72059,-73.98514,Entire home/apt,170,3,11,2019-09-04,2.41,1,278,2019-04-30
3267,33831113,Sonder | Stock Exchange | Vibrant 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70713,-74.01205,Entire home/apt,258,2,8,2019-08-23,1.7,387,274,2019-04-26
3268,33831116,Sonder | Stock Exchange | Collected 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70621,-74.01199,Entire home/apt,270,2,6,2019-08-21,1.24,387,332,2019-04-22
3269,33831120,Sonder | Stock Exchange | Stunning 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.707609999999995,-74.01078000000001,Entire home/apt,244,2,4,2019-06-30,0.81,387,300,2019-04-19
3270,33833470,Sonder | Stock Exchange | Smart 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70779,-74.01249,Entire home/apt,390,2,12,2019-08-25,2.47,387,260,2019-04-21
3271,33833636,Sonder | Stock Exchange | Timeless 3BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70709,-74.01037,Entire home/apt,511,2,9,2019-08-04,2.05,387,301,2019-05-05
3272,33833887,Sonder | Stock Exchange | Vintage 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70701,-74.01116999999999,Entire home/apt,230,2,2,2019-06-29,0.54,387,328,2019-05-26
3273,33875614,Artist's Harlem Apartment,16439835,Janice,Manhattan,Harlem,40.81003,-73.94535,Entire home/apt,100,6,1,2019-07-18,0.52,1,292,2019-07-18
3274,33880071,Beautiful Studio,255845450,Ariel,Manhattan,East Harlem,40.7866,-73.94225,Entire home/apt,150,2,6,2019-09-02,1.32,1,157,2019-05-01
3275,33911544,Best Location in NYC! 4BR Steps to Central Park!,255674126,Cristina,Manhattan,Upper East Side,40.76458,-73.96759,Entire home/apt,159,31,12,2019-08-19,2.47,1,255,2019-04-21
3276,33916529,Entire Studio Apartment Over Looking Central Park,101965358,Ana,Manhattan,East Harlem,40.79551,-73.94813,Entire home/apt,200,7,3,2019-07-28,0.69,1,101,2019-05-07
3277,33943482,Perfect 2 Bedrooms in Upper East Side,1786901,Shai,Manhattan,Upper East Side,40.783640000000005,-73.94586,Entire home/apt,175,30,1,2019-05-04,0.23,6,137,2019-05-04
3278,33944331,Gorgeous 2br apartment on Madison Ave,255190901,Michael,Manhattan,Midtown,40.74602,-73.98486,Entire home/apt,339,3,32,2019-08-22,6.71,1,106,2019-04-24
3279,33960800,Sunlight Large Studio in Heart of Harlem,56338076,Barbara,Manhattan,Harlem,40.81431,-73.93994,Entire home/apt,130,1,10,2019-08-19,2.05,3,260,2019-04-21
3280,33964812,Luxury FiDi Terrace Apt by Seaport & WTC,10714783,Michael,Manhattan,Financial District,40.70824,-74.00476,Entire home/apt,200,2,8,2019-08-24,2.09,1,144,2019-05-22
3281,33972459,Luxury New Private Duplex in Manhattan,49623247,Saar,Manhattan,Washington Heights,40.85167,-73.92868,Entire home/apt,350,3,15,2019-08-28,3.21,1,267,2019-04-27
3282,33982630,WEST VILLAGE Bohemian flat in neo-Tudor town house,27636707,Gaia&Pietro,Manhattan,West Village,40.733670000000004,-74.00497,Entire home/apt,250,3,3,2019-08-11,0.67,5,293,2019-05-02
3283,33987747,Cozy/Beautiful studio in Times Square. Sleep 2,102287310,Vera,Manhattan,Hell's Kitchen,40.76704,-73.98646,Entire home/apt,199,3,1,2019-07-15,0.49,3,351,2019-07-15
3284,33990380,Sonder | Stock Exchange | Ideal 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70613,-74.01066999999999,Entire home/apt,277,2,5,2019-06-12,1.03,387,332,2019-04-21
3285,33990485,Sonder | Stock Exchange | Timeless 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70714,-74.01208000000001,Entire home/apt,261,2,6,2019-08-25,1.64,387,298,2019-05-27
3286,33990639,Sonder | Stock Exchange | Creative 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.7075,-74.01096,Entire home/apt,260,2,11,2019-08-13,2.44,387,340,2019-05-02
3287,33990756,Sonder | Stock Exchange | Ideal 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70754,-74.01205999999999,Entire home/apt,268,2,11,2019-08-08,2.46,387,308,2019-05-03
3288,33991062,Sonder | Stock Exchange | Superior 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70701,-74.01176,Entire home/apt,260,2,9,2019-08-01,1.97,387,280,2019-04-30
3289,33992824,Sonder | Stock Exchange | Superior 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.706309999999995,-74.01225,Entire home/apt,295,2,7,2019-07-02,1.79,387,341,2019-05-20
3290,33994677,Beautiful Private Villa in Heart of New York City,221213143,David,Manhattan,Kips Bay,40.7431,-73.98137,Entire home/apt,790,1,6,2019-08-04,1.35,10,326,2019-05-04
3291,33994694,"Manhattan 2BR W/ Garden, Laundry,  Near Subway",15757322,Devin T.,Manhattan,Washington Heights,40.83611,-73.94162,Entire home/apt,161,2,17,2019-09-02,3.47,1,313,2019-04-20
3292,33996948,Lovely Hudson Yards Stonehouse near Penn Station,256697785,Arya,Manhattan,Chelsea,40.75034,-73.99059,Entire home/apt,250,3,8,2019-07-30,2.03,1,188,2019-05-19
3293,33998269,Sonder | Stock Exchange | Superior 2BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.707,-74.01208000000001,Entire home/apt,431,2,3,2019-06-30,0.69,387,294,2019-05-07
3294,34007173,"Beautiful, all amenities, near Central Park!",48302779,Costin,Manhattan,East Harlem,40.79269,-73.94613000000001,Entire home/apt,200,1,19,2019-09-09,6.55,1,295,2019-06-19
3295,34017043,Sonder | Stock Exchange | Superior 2BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70776,-74.01169,Entire home/apt,434,2,7,2019-06-30,1.65,387,349,2019-05-10
3296,34017119,Sonder | Stock Exchange | Dreamy Studio + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70735,-74.01221,Entire home/apt,229,2,3,2019-08-01,1.0,387,339,2019-06-16
3297,34019440,Beautiful&Clean 1 KING BDR apt in Chelsea LONGTERM,234227365,Emma,Manhattan,Chelsea,40.74073,-73.99884,Entire home/apt,180,5,2,2019-08-15,0.43,1,117,2019-04-28
3298,34037737,Ash’s Place in Hell’s Kitchen,159281143,Ash,Manhattan,Hell's Kitchen,40.76255,-73.99025999999999,Entire home/apt,200,7,5,2019-08-22,1.2,1,214,2019-05-12
3299,34059931,1 BR Large Luxury Furnished Ap. Near Central Park,15145088,Izi,Manhattan,Upper West Side,40.78537,-73.97456,Entire home/apt,190,30,1,2019-07-31,0.67,8,179,2019-07-31
3300,34071098,3BR Times Square! Great Location! W/D!,253789998,Kim,Manhattan,Hell's Kitchen,40.76303,-73.98894,Entire home/apt,149,5,2,2019-05-23,0.45,1,106,2019-05-03
3301,34086656,Sonder | Stock Exchange | Gorgeous 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70649,-74.01217,Entire home/apt,245,2,4,2019-08-12,0.86,387,267,2019-04-28
3302,34086800,Sonder | Stock Exchange | Divine 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.707240000000006,-74.01085,Entire home/apt,441,2,4,2019-08-18,0.88,387,323,2019-04-30
3303,34086944,Sonder | Stock Exchange | Original 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70712,-74.01201,Entire home/apt,228,2,9,2019-08-25,2.37,387,276,2019-05-23
3304,34087090,Sonder | Stock Exchange | Gorgeous 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70588,-74.01214,Entire home/apt,263,2,6,2019-06-18,1.29,387,311,2019-04-28
3305,34087749,Sonder | 116 John | Laid-Back Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70803,-74.00639,Entire home/apt,184,29,1,2019-08-17,1.0,387,365,2019-08-17
3306,34087750,Sonder | 116 John | Ideal 1BR + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70722,-74.00499,Entire home/apt,167,29,1,2019-08-15,1.0,387,348,2019-08-15
3307,34089856,Have your own apartment at Historic Gramercy Park,123340720,John G.H,Manhattan,Gramercy,40.73615,-73.98455,Entire home/apt,115,7,1,2019-08-07,0.79,1,177,2019-08-07
3308,34090389,Iconic New York penthouse with wraparound terrace,22123114,Michael,Manhattan,Midtown,40.75797,-73.96356,Entire home/apt,225,14,1,2019-06-11,0.32,1,225,2019-06-11
3309,34115136,Sonder | Stock Exchange | Gorgeous 1BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70756,-74.01229000000001,Entire home/apt,230,2,6,2019-07-21,1.89,387,297,2019-06-11
3310,34116613,Sonder | 116 John | Restful Studio + Gym,219517861,Sonder (NYC),Manhattan,Financial District,40.70845,-74.00471999999999,Entire home/apt,184,29,1,2019-08-16,1.0,387,343,2019-08-16
3311,34118644,Sonder | Stock Exchange | Sleek 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.7056,-74.0119,Entire home/apt,257,2,6,2019-08-18,1.62,387,325,2019-05-26
3312,34118872,Sonder | Stock Exchange | Superior 3BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.706590000000006,-74.01105,Entire home/apt,470,2,2,2019-07-23,1.09,387,284,2019-07-21
3313,34118882,Sonder | Stock Exchange | Superior 1BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70632,-74.01073000000001,Entire home/apt,250,2,4,2019-07-22,1.09,387,291,2019-05-27
3314,34119451,Amazing 3BR private triplex in historic townhouse!,5173736,Yuliya,Manhattan,Gramercy,40.73499,-73.98875,Entire home/apt,1000,3,10,2019-08-29,2.22,1,292,2019-05-02
3315,34120717,Sonder | Stock Exchange | Divine 1BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.707359999999994,-74.0125,Entire home/apt,232,2,7,2019-08-10,1.57,387,274,2019-05-03
3316,34120798,Sonder | Stock Exchange | Divine Studio + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70755,-74.01116,Entire home/apt,241,2,14,2019-08-25,3.13,387,301,2019-05-03
3317,34121885,NYC Summer Housing,110319331,Xinting,Manhattan,Upper East Side,40.77132,-73.94829,Entire home/apt,127,5,7,2019-08-26,1.54,1,264,2019-05-01
3318,34125953,Beautiful Meat Packing District 2 bedrooms,58271557,Karl,Manhattan,West Village,40.73982,-74.00356,Entire home/apt,285,3,1,2019-09-02,1.0,1,320,2019-09-02
